provider_id,provider_name,Gender,Birth_date,address,city,state,zip_code,country,telephone_number,speciality_id,emergency_services,overall_rating,rating_footnote
PR0387,Cincinti Children's Hospital,null,null,801 Broadway,Philadelphia,PA,19101,Philadelphia,+1 (391) 776-6324,"OBGYN,PSY",false,4,null
PR0388,UC San Diego Health,null,null,250 Main St,Jacksonville,FL,32099,Duval,+1 (909) 303-8297,"URO,GASTRO",false,2,High patient satisfaction
PR0389,Swedish Medical Center,Female,null,619 Main St,Denver,CO,80201,Denver,+1 (493) 507-9763,ENT,true,2,Limited data
PR0390,Advocate Lutheran General,null,null,645 Maple Ave,Jacksonville,FL,32099,Duval,+1 (358) 304-3192,ENT,false,3,Recent quality improvements
PR0391,Mission Hospital,null,null,750 Oak St,Charlotte,NC,28201,Mecklenburg,+1 (658) 835-4705,"NEPH,PSY",true,3,Limited data
PR0392,Houston Methodist,null,null,204 Main St,Washington,DC,20001,District of Columbia,+1 (961) 330-5738,RHEUM,false,3,Limited data
PR0393,Texas Health Presbyterian Hospital,null,null,961 Broadway,Philadelphia,PA,19101,Philadelphia,+1 (443) 993-6051,"ONCO,HEM",true,3,null
PR0394,Stanford Health Care,null,null,917 Main St,San Diego,CA,92101,San Diego,+1 (952) 573-1978,"PED,ENDO",true,4,null
PR0395,CoxHealth,null,null,702 Main St,Denver,CO,80201,Denver,+1 (968) 379-3969,PULM,false,4,Limited data
PR0396,UnityPoint Health,null,null,135 Maple Ave,Indiapolis,IN,46201,Marion,+1 (223) 328-9845,"URO,GASTRO",true,2,High patient satisfaction
PR0397,UT Southwestern Medical Center,null,null,331 Oak St,Phoenix,AZ,85001,Maricopa,+1 (721) 467-4708,ENDO,true,1,null
PR0398,Boston Children's Hospital,null,null,548 Broadway,Los Angeles,CA,90001,Los Angeles,+1 (879) 804-3279,"PULM,NEPH",true,3,null
PR0399,Cleveland Clinic,null,null,906 Oak St,Dallas,TX,75201,Dallas,+1 (479) 739-7705,"DERMA,NEURO",false,4,Recent quality improvements
PR0400,Intermountain Medical Center,Female,null,902 Maple Ave,San Antonio,TX,78201,Bexar,+1 (340) 817-1606,RHEUM,true,5,High patient satisfaction
