member_id,first_name,last_name,date_of_birth,gender,phone,email,street,city,state,postal_code,country,join_date,status,coverage_id
M0063,Dana,Newman,1984-02-11,Female,(476)855-9125,jacob93@example.net,9582 Velez Locks Suite 123,Mitchellmouth,Tennessee,98975,USA,2022-12-30,Active,C0036
M0068,Sharon,Jordan,1971-09-08,Female,(821)633-3470,tramirez@example.org,69229 May Mall,New Lynn,West Virginia,39396,USA,2023-11-11,Active,C0626
M0071,Todd,Price,1982-08-22,Male,(367)673-6216,richardjones@example.net,38684 Erica Green,Lake Robertburgh,Mississippi,5036,USA,2023-09-10,Inactive,C0461
M0072,Elizabeth,Ruiz,1953-06-11,Female,(712)980-2927,chensarah@example.com,05496 Harris Circles Apt. 611,Pennyhaven,Pennsylvania,66269,USA,2024-01-08,Active,C0303
M0075,Alexandra,Lambert,1968-05-28,Female,(940)784-9440,mathew04@example.net,39049 Michele Extension,West Jeanettestad,West Virginia,41032,USA,2024-10-17,Active,C0396
M0076,Mary,Lopez,2002-05-25,Female,(802)425-0117,edwardsjessica@example.net,10023 Michael Lodge Suite 709,Karenbury,Illinois,38846,USA,2024-10-16,Active,C0332
M0087,Jasmine,Williams,1996-11-03,Female,(514)445-0949,mitchelldavid@example.com,43637 Weaver Forks Suite 960,Port Katherineland,Ohio,54570,USA,2025-05-05,Active,C0189
M0088,Steven,Anderson,2003-07-21,Male,(980)365-8837,nelsonaaron@example.net,826 John Light,New Debbie,South Carolina,96596,USA,2024-11-24,Active,C0305
M0089,Paul,Austin,1966-02-08,Male,(369)471-8645,lisa13@example.com,3610 Reeves Ford Apt. 648,Karenchester,Kentucky,78926,USA,2025-01-02,Active,C0742
M0092,Robert,Mullins,1950-12-14,Male,(875)686-9007,hernandezjessica@example.com,59142 Black Alley Apt. 518,Port Sean,Michigan,95943,USA,2024-06-29,Inactive,C0690
M0093,Kevin,Castillo,1996-02-22,Male,(272)924-0964,cheryl81@example.net,071 Butler Park,South Monicamouth,New Jersey,64269,USA,2023-05-14,Inactive,C0417
M0094,Rick,Reese,1973-04-23,Male,(262)612-5559,ncollins@example.org,84549 Steven Circles,New Allen,Idaho,3763,USA,2025-04-14,Inactive,C0149
M0095,Andrew,Weiss,1995-06-16,Male,(394)749-7350,tonya45@example.net,0005 Kathy Glen Apt. 840,Roberthaven,Georgia,15896,USA,2024-09-28,Inactive,C0585
M0097,Ronald,Rocha,1953-03-21,Male,(323)453-3681,ellisonkatrina@example.com,2148 Jessica Station Apt. 663,West Sophiafurt,New Hampshire,40970,USA,2024-03-30,Active,C0237
M0098,Sara,Holt,1949-10-20,Female,(270)978-8727,michael61@example.com,92717 Phillip Ville Apt. 918,Port Melissachester,Tennessee,49186,USA,2023-05-11,Inactive,C0914
M0108,Raven,Gilbert,1987-02-09,Female,(987)856-5573,aerickson@example.org,288 Justin Via Suite 669,Catherineside,Kentucky,97974,USA,2024-02-07,Inactive,C0645
M0109,Gina,Green,1954-10-04,Female,(452)962-9197,rvega@example.com,433 Villanueva Inlet,Lake Eric,Maryland,19033,USA,2023-02-11,Active,C0160
M0115,Robert,Coleman,1992-03-28,Male,(361)664-0053,ellisapril@example.org,23566 Savage Cove Suite 137,North Stacymouth,Rhode Island,29784,USA,2022-11-22,Inactive,C0216
M0117,Marissa,Mcintosh,1975-01-16,Female,(889)869-1612,ysanchez@example.net,0740 Allison Trail,Riceville,Wyoming,11053,USA,2021-10-18,Inactive,C0310
M0118,Kyle,Fitzgerald,1974-11-09,Male,(930)519-6537,ibarralaura@example.net,11691 Holloway Pass,East Brianna,Alabama,27192,USA,2023-07-27,Active,C0364
M0130,Melissa,Owens,1983-06-16,Female,(356)842-2621,zriley@example.com,41766 Nguyen Shores Apt. 131,Josephside,Arkansas,57277,USA,2021-07-07,Inactive,C0948
M0138,Jocelyn,Lucero,2005-10-28,Female,(887)865-6118,patrick21@example.com,35845 Adam Mountain Apt. 307,North Megan,Arkansas,73285,USA,2023-09-27,Inactive,C0716
M0140,Andrea,Payne,1960-08-14,Female,(417)871-8179,rasmussenmatthew@example.com,3919 Carney Crossing,Port Michelle,Montana,38321,USA,2023-11-10,Inactive,C0054
M0142,Daniel,Thompson,1964-06-28,Male,(802)767-3770,mjones@example.net,095 Brady Cliffs Suite 487,West Louis,Massachusetts,97683,USA,2021-11-30,Inactive,C0170
M0144,Barbara,Hunter,1982-08-25,Female,(810)679-8669,rlee@example.net,329 John Estate,West Gregory,Kentucky,12525,USA,2025-01-23,Inactive,C0206
M0148,Victoria,Anderson,1978-12-27,Female,(684)448-7749,kenneth65@example.com,136 Johnathan Ways Apt. 573,New Rogermouth,North Carolina,50946,USA,2025-06-16,Inactive,C0346
M0151,Michael,Vincent,1978-12-30,Male,(939)936-4315,gonzalezcody@example.com,0032 Michael Village Suite 305,North Anthony,Ohio,711,USA,2023-12-21,Active,C0300
M0152,Robert,Bartlett,2005-07-16,Male,(346)471-2287,jasmine09@example.com,67025 Kenneth Landing,South Matthewburgh,Texas,71981,USA,2022-01-27,Active,C0196
M0153,Amanda,Jackson,1956-04-18,Female,(443)485-7953,nicole84@example.org,061 Hicks Plains Apt. 362,Williamsburgh,Hawaii,71989,USA,2024-04-22,Active,C0769
M0155,April,Moore,1954-05-25,Female,(896)632-9771,rachel23@example.org,93518 Diane Harbors Suite 628,Boyleland,Nebraska,25404,USA,2024-06-03,Active,C0355
M0158,George,Taylor,1952-11-09,Male,(562)633-6735,william39@example.org,38244 Harris Turnpike Apt. 616,Michaelfurt,Washington,6305,USA,2026-03-01,Active,C0245
M0164,Dylan,Christian,1969-01-17,Male,(563)414-4374,johnhowell@example.com,875 Maldonado Shores Apt. 551,Port Jacksontown,Nebraska,51905,USA,2026-03-14,Active,C0889
M0167,Jeremy,Hernandez,1973-06-08,Male,(896)938-1876,prattsteven@example.com,432 Lisa Fork Apt. 113,Thomastown,Vermont,21527,USA,2022-09-08,Inactive,C0578
M0169,Kevin,Marshall,1999-05-23,Male,(997)743-0009,pelliott@example.net,380 David Spring Suite 276,Lake Paul,Iowa,73640,USA,2024-07-30,Inactive,C0314
M0174,Natalie,Ponce,1972-11-01,Female,(416)780-5155,marvin99@example.com,7621 Elizabeth Route Apt. 401,Danielmouth,Iowa,9105,USA,2022-11-15,Active,C0980
M0181,Catherine,Meza,1975-06-27,Female,(616)394-1545,johnny25@example.com,790 Fitzgerald Lane Suite 359,Lake Todd,Alabama,79284,USA,2023-03-19,Inactive,C0393
M0182,Samuel,Wilson,1992-10-20,Male,(219)314-5947,robert81@example.org,8101 Jennifer Burg Apt. 565,West Sarahfort,Georgia,29049,USA,2026-04-15,Inactive,C0965
M0183,Nicole,Glover,2001-01-12,Female,(287)949-7962,megan94@example.org,45437 Jackson Manor Suite 468,Walkerview,Oklahoma,28074,USA,2022-10-01,Active,C0911
M0186,Candace,Clark,1966-03-13,Female,(403)356-6126,owalton@example.com,488 Michael Loaf Apt. 748,North Patricia,Arizona,72621,USA,2025-08-26,Inactive,C0298
M0189,Elizabeth,Gregory,1996-09-15,Female,(434)232-5168,malonekathy@example.com,7355 Ramirez Islands Suite 225,Kathychester,North Carolina,36575,USA,2021-11-15,Inactive,C0515
M0190,Sharon,Jones,1963-10-28,Female,(746)946-4010,davidprice@example.net,8333 Shah Freeway Suite 493,Freytown,Oklahoma,41794,USA,2023-11-16,Inactive,C0984
M0191,Justin,Perez,1992-06-07,Male,(446)780-1290,nielsendoris@example.net,7071 Arnold Stream Suite 559,Cabreraton,South Carolina,14778,USA,2025-02-28,Active,C0992
M0192,Michael,Garcia,1968-09-06,Male,(898)749-4371,garciajohn@example.net,15139 Mcdonald Corner Suite 006,Port Lori,Kansas,71910,USA,2024-01-01,Active,C0220
M0198,Victoria,King,1953-04-07,Female,(265)594-6252,obautista@example.net,1156 Hughes Plaza,Samanthahaven,Iowa,15285,USA,2025-09-02,Inactive,C0031
M0200,Jeremy,Melendez,1956-07-14,Male,(678)946-0887,oscarharper@example.org,6898 Rosales Extensions,Sandyland,Virginia,59482,USA,2024-01-13,Active,C0306
